name,method,metric,mean,std,values/0,values/1,values/2,values/3,values/4,values/5,values/6,values/7,values/8,values/9,values/10,values/11,values/12,values/13,values/14,values/15,values/16,values/17,values/18,values/19,values/20,values/21,values/22,values/23,values/24,max,min
../../DistanceBenchmarking/GeneratedSparse/10_cells_100000_genes/0.75.mtx,pythonic,euclidean,0.08579713821411133,0.0034690877484671433,0.08305048942565918,0.08454704284667969,0.07737851142883301,0.0755918025970459,0.08297157287597656,0.0852818489074707,0.08583283424377441,0.0904397964477539,0.09012413024902344,0.08662843704223633,0.08896183967590332,0.08584451675415039,0.08721756935119629,0.08850836753845215,0.08408641815185547,0.08711123466491699,0.08910059928894043,0.08404970169067383,0.08638358116149902,0.08585047721862793,0.08975720405578613,0.0851888656616211,0.08927774429321289,0.08657407760620117,0.08516979217529297,0.0904397964477539,0.0755918025970459
../../DistanceBenchmarking/GeneratedSparse/10_cells_100000_genes/0.75.mtx,pythonic,kendall,0.09300719261169434,0.005123491407808262,0.10753536224365234,0.08911895751953125,0.08789539337158203,0.08748507499694824,0.0912775993347168,0.08615946769714355,0.09595108032226562,0.09164810180664062,0.09422111511230469,0.08890867233276367,0.08820414543151855,0.08780956268310547,0.08835196495056152,0.09327554702758789,0.09583258628845215,0.09505176544189453,0.09617090225219727,0.08791136741638184,0.09650564193725586,0.10105204582214355,0.09913015365600586,0.09883713722229004,0.09566235542297363,0.09254813194274902,0.08863568305969238,0.10753536224365234,0.08615946769714355
../../DistanceBenchmarking/GeneratedSparse/10_cells_100000_genes/0.5.mtx,pythonic,kendall,0.0807459831237793,0.0049942122525805915,0.09009933471679688,0.08897757530212402,0.08383536338806152,0.08641791343688965,0.08583998680114746,0.08734560012817383,0.08272385597229004,0.08122754096984863,0.08373451232910156,0.08307242393493652,0.08138442039489746,0.08332037925720215,0.08262515068054199,0.0816500186920166,0.08224105834960938,0.07531285285949707,0.07454872131347656,0.07714486122131348,0.07318329811096191,0.07869434356689453,0.07178401947021484,0.07601666450500488,0.0769803524017334,0.07687187194824219,0.07361745834350586,0.09009933471679688,0.07178401947021484
../../DistanceBenchmarking/GeneratedSparse/10_cells_100000_genes/0.75.mtx,pythonic,pearson,0.09395807266235351,0.004999719844427316,0.09854459762573242,0.08594417572021484,0.08742547035217285,0.08634448051452637,0.08875679969787598,0.09767317771911621,0.10180974006652832,0.10280942916870117,0.09943151473999023,0.0912160873413086,0.09103679656982422,0.09055829048156738,0.09080219268798828,0.08686304092407227,0.09296464920043945,0.0882110595703125,0.09414863586425781,0.09313535690307617,0.09398102760314941,0.09766030311584473,0.09682917594909668,0.09993553161621094,0.09607863426208496,0.09981322288513184,0.09697842597961426,0.10280942916870117,0.08594417572021484
../../DistanceBenchmarking/GeneratedSparse/10_cells_100000_genes/0.5.mtx,pythonic,euclidean,0.08257721900939942,0.0033087334686718846,0.09469914436340332,0.08170270919799805,0.08355379104614258,0.08081197738647461,0.08019661903381348,0.08145904541015625,0.08260083198547363,0.08304548263549805,0.08098268508911133,0.08119368553161621,0.08083081245422363,0.08431529998779297,0.08595895767211914,0.0833895206451416,0.08198285102844238,0.0792381763458252,0.07940125465393066,0.0805807113647461,0.07955598831176758,0.08604907989501953,0.07935118675231934,0.08015823364257812,0.08225798606872559,0.08793187141418457,0.08318257331848145,0.09469914436340332,0.0792381763458252
../../DistanceBenchmarking/GeneratedSparse/10_cells_100000_genes/0.9.mtx,pythonic,kendall,0.10260626792907715,0.014961210793237987,0.17210721969604492,0.1047968864440918,0.10158395767211914,0.10335302352905273,0.10240578651428223,0.10669994354248047,0.10555505752563477,0.10552644729614258,0.10632705688476562,0.10211730003356934,0.10630512237548828,0.10053586959838867,0.09685611724853516,0.09662437438964844,0.09740376472473145,0.09926724433898926,0.09556341171264648,0.10006880760192871,0.09788346290588379,0.09963679313659668,0.09144163131713867,0.09656882286071777,0.08968162536621094,0.09444093704223633,0.09240603446960449,0.17210721969604492,0.08968162536621094
../../DistanceBenchmarking/GeneratedSparse/10_cells_100000_genes/0.9.mtx,pythonic,euclidean,0.1038633918762207,0.014044694882202604,0.16840577125549316,0.1020810604095459,0.10656094551086426,0.10433483123779297,0.10301852226257324,0.10661482810974121,0.10613822937011719,0.10470867156982422,0.10729551315307617,0.10834765434265137,0.10096478462219238,0.10564231872558594,0.10156655311584473,0.10242223739624023,0.10079574584960938,0.1000363826751709,0.09672379493713379,0.09599590301513672,0.09947037696838379,0.09999227523803711,0.09722733497619629,0.0956275463104248,0.10018754005432129,0.09726715087890625,0.0851588249206543,0.16840577125549316,0.0851588249206543
../../DistanceBenchmarking/GeneratedSparse/10_cells_100000_genes/0.9.mtx,pythonic,pearson,0.1044417667388916,0.01374289260655709,0.16787934303283691,0.10209989547729492,0.09557819366455078,0.10663199424743652,0.10704946517944336,0.11290645599365234,0.10703563690185547,0.1040334701538086,0.10649681091308594,0.10759091377258301,0.10370635986328125,0.10213947296142578,0.10350179672241211,0.10130167007446289,0.09967947006225586,0.10104775428771973,0.10147929191589355,0.0963139533996582,0.09568190574645996,0.09880185127258301,0.10483741760253906,0.09871459007263184,0.09653162956237793,0.09575247764587402,0.09425234794616699,0.16787934303283691,0.09425234794616699
../../DistanceBenchmarking/GeneratedSparse/10_cells_100000_genes/0.5.mtx,pythonic,pearson,0.08706809043884277,0.005509854322274099,0.10255718231201172,0.09409070014953613,0.08981966972351074,0.09021520614624023,0.08433127403259277,0.08763551712036133,0.09004068374633789,0.0842444896697998,0.08496832847595215,0.09165573120117188,0.08794951438903809,0.0906825065612793,0.09201169013977051,0.09327006340026855,0.09122633934020996,0.08312749862670898,0.08346748352050781,0.08402824401855469,0.08301258087158203,0.08315610885620117,0.08312392234802246,0.08232903480529785,0.08526897430419922,0.07873034477233887,0.0757591724395752,0.10255718231201172,0.0757591724395752
../../DistanceBenchmarking/GeneratedSparse/10_cells_100000_genes/0.95.mtx,pythonic,kendall,0.07890013694763183,0.004216690178115395,0.0945124626159668,0.08795046806335449,0.08321022987365723,0.07545042037963867,0.07878708839416504,0.07851529121398926,0.07847023010253906,0.07926225662231445,0.07637310028076172,0.07933998107910156,0.08022284507751465,0.07772159576416016,0.07439637184143066,0.07509398460388184,0.07450604438781738,0.07674098014831543,0.07811284065246582,0.07604694366455078,0.07857489585876465,0.0775916576385498,0.07771921157836914,0.08071422576904297,0.07752680778503418,0.07775139808654785,0.0779120922088623,0.0945124626159668,0.07439637184143066
