,DataFile,method,size,metric,mean,sd,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15,val_16,val_17,val_18,val_19,val_20,val_21,val_22,val_23,val_24,val_25,minTime,maxTime,wX,wY,sparsity,logWX,logWY,logMeanTime,logMinTime,logMaxTime,|W|,Method
0,../../DistanceBenchmarking/GeneratedSparse/1000_cells_1000_genes//0.5.mtx,GPU,100,kendall,7621184.88,1448788.19014013,14548260.25,7146084.75,7471550.5,7480540.5,7128457.75,7160879.0,7149285.25,7199191.25,7430763.0,7424712.25,7565884.25,7376835.0,7289109.5,7350003.25,7472956.75,7552223.0,7333640.25,7322697.25,7360821.0,7138418.75,7328314.0,7352950.25,7291512.75,7263947.75,7390583.75,7128457.75,14548260.25,1000,1000,0.5,3.0,3.0,6.882022497171851,6.852995579905936,7.1628110614318885,1000000,kendall_GPU
1,../../DistanceBenchmarking/GeneratedSparse/1000_cells_1000_genes//0.5.mtx,GPU,100,euclidean,1107940.69,1498401.21082375,8300060.25,843103.75,808935.75,812474.0,804904.5,806607.5,805944.0,805242.5,805464.25,796188.5,833297.25,807030.25,799263.75,808616.25,809890.75,798252.25,803189.75,806329.25,805872.5,829937.25,808893.5,806298.5,796580.25,795775.75,800365.0,795775.75,8300060.25,1000,1000,0.5,3.0,3.0,6.0445165124726055,5.900790700578588,6.919081244923973,1000000,euclidean_GPU
2,../../DistanceBenchmarking/GeneratedSparse/1000_cells_1000_genes//0.5.mtx,GPU,100,pearson,4610701.78,1501138.25610921,11815922.75,4346568.5,4312413.5,4337095.0,4330793.0,4307821.75,4324754.25,4302004.25,4306809.5,4319550.25,4304684.0,4305860.5,4306927.0,4316164.75,4305495.5,4301456.25,4302529.0,4308698.75,4301999.5,4301722.0,4300441.5,4299257.5,4305750.25,4300313.75,4302511.5,4299257.5,11815922.75,1000,1000,0.5,3.0,3.0,6.663767032978717,6.633393457557115,7.0724676429878475,1000000,pearson_GPU
3,../../DistanceBenchmarking/GeneratedSparse/1000_cells_1000_genes//0.75.mtx,GPU,100,kendall,6784364.62,1524808.04498002,14094113.75,6623969.5,6440376.25,6510551.0,6644505.25,6564334.25,6410709.75,6490382.5,6394757.5,6593136.25,6477156.25,6452986.5,6394213.5,6359023.25,6433201.25,6578498.0,6442971.0,6526530.5,6426783.0,6513443.5,6453994.25,6478086.5,6494686.25,6352268.25,6458437.5,6352268.25,14094113.75,1000,1000,0.75,3.0,3.0,6.83150918066945,6.802928829632344,7.149037772255472,1000000,kendall_GPU
4,../../DistanceBenchmarking/GeneratedSparse/1000_cells_1000_genes//0.75.mtx,GPU,100,euclidean,1120901.48,1510871.21539818,8371800.0,856583.25,811199.0,817529.0,807109.5,837126.5,826802.5,815588.0,820852.25,822324.25,820197.5,820365.0,848362.25,803865.25,829478.0,821403.25,828325.25,824426.75,826918.75,811628.0,850252.5,810633.25,821697.25,697119.5,820950.25,697119.5,8371800.0,1000,1000,0.75,3.0,3.0,6.049567442592619,5.843307231099656,6.922818844614823,1000000,euclidean_GPU
5,../../DistanceBenchmarking/GeneratedSparse/1000_cells_1000_genes//0.75.mtx,GPU,100,pearson,4630599.31,1513881.95793729,11895712.5,4362144.0,4360517.25,4328359.5,4354852.75,4324336.5,4355629.0,4324287.75,4327172.0,4356350.75,4324212.25,4322954.25,4352336.5,4323955.5,4323673.0,4324514.25,4321576.75,4321089.5,4354880.25,4322814.0,4322114.25,4322303.5,4318772.0,4198518.25,4321906.5,4198518.25,11895712.5,1000,1000,0.75,3.0,3.0,6.665637202720371,6.6230960453048775,7.0753904594503165,1000000,pearson_GPU
6,../../DistanceBenchmarking/GeneratedSparse/1000_cells_1000_genes//0.95.mtx,GPU,100,kendall,5190854.72,1531147.76402406,12534959.25,4873556.5,4889540.75,4867055.5,4906612.0,4850117.75,4886851.5,4839451.75,4862442.75,4938476.25,4920033.5,4823550.5,4861589.75,5044501.0,4939951.0,4966552.25,4856034.75,4850421.0,4996808.75,4885438.0,4821757.75,4846435.5,4873439.25,4766438.5,4869352.5,4766438.5,12534959.25,1000,1000,0.95,3.0,3.0,6.715238874152351,6.678193993816174,7.0981229264451,1000000,kendall_GPU
7,../../DistanceBenchmarking/GeneratedSparse/1000_cells_1000_genes//0.95.mtx,GPU,100,euclidean,1124115.48,1521565.09109048,8426462.25,848918.0,826601.5,826759.5,817317.0,818714.75,819621.75,819652.5,816732.5,851637.25,823078.0,813997.75,820549.75,825708.75,821445.5,831226.25,817920.5,828539.75,846541.0,822436.0,818992.0,820238.0,817932.75,698435.0,823429.0,698435.0,8426462.25,1000,1000,0.95,3.0,3.0,6.050810928448893,5.8441259946236315,6.925645279514045,1000000,euclidean_GPU
8,../../DistanceBenchmarking/GeneratedSparse/1000_cells_1000_genes//0.95.mtx,GPU,100,pearson,4634546.14,1516773.20659815,11913586.25,4357014.25,4357155.25,4340486.75,4360601.25,4330600.0,4363775.0,4331539.75,4361834.0,4327412.5,4322447.75,4350873.5,4325660.25,4327723.25,4323509.0,4352374.75,4320366.75,4322547.25,4325694.75,4325070.0,4325254.25,4322196.0,4322269.25,4203939.0,4349722.75,4203939.0,11913586.25,1000,1000,0.95,3.0,3.0,6.666007210207667,6.623656405701686,7.076042513300002,1000000,pearson_GPU
9,../../DistanceBenchmarking/GeneratedSparse/1000_cells_1000_genes//0.99.mtx,GPU,100,kendall,4943121.62,1515472.80350706,12215577.0,4639836.25,4672313.75,4626319.75,4705740.75,4734640.75,4617168.75,4636670.25,4648695.25,4615453.0,4649995.5,4621576.0,4601947.5,4616718.0,4641665.0,4646381.5,4619800.5,4587028.5,4662610.25,4681008.75,4653651.75,4592802.0,4612567.0,4619970.75,4657902.0,4587028.5,12215577.0,1000,1000,0.99,3.0,3.0,6.69400129592408,6.661531438486961,7.086913985594984,1000000,kendall_GPU
10,../../DistanceBenchmarking/GeneratedSparse/1000_cells_1000_genes//0.99.mtx,GPU,100,euclidean,1136928.5,1534904.14358961,8504287.75,860224.5,830972.25,833532.75,827408.25,831307.75,826731.0,830302.75,830651.25,852872.75,832707.25,817681.0,828346.75,827425.25,823319.25,819410.5,819424.75,822916.5,854130.5,822963.5,825531.75,829951.75,821426.0,829157.75,820529.0,817681.0,8504287.75,1000,1000,0.99,3.0,3.0,6.055733153314078,5.912583906409285,6.929637946496771,1000000,euclidean_GPU
11,../../DistanceBenchmarking/GeneratedSparse/1000_cells_1000_genes//0.99.mtx,GPU,100,pearson,4638787.43,1517839.05124174,11924051.0,4360220.75,4356196.75,4331570.5,4357489.5,4323926.0,4357072.0,4328678.75,4359385.25,4322541.0,4328861.0,4352418.25,4328498.0,4326099.0,4325728.75,4354254.5,4325178.75,4326560.25,4325303.25,4323737.25,4320789.25,4321086.75,4352089.25,4316458.25,4321491.75,4316458.25,11924051.0,1000,1000,0.99,3.0,3.0,6.666404471657971,6.6351275446489355,7.076423824872435,1000000,pearson_GPU
12,../../DistanceBenchmarking/GeneratedSparse/1000_cells_1000_genes//0.5.mtx,amap,100,kendall,51385701.88,228325.128973958,51474939.75,51255081.25,51225143.0,51447342.0,51460191.25,51508255.75,51113120.75,51222050.25,51151052.25,51248388.25,51383726.75,51399727.25,51258457.5,52012926.0,51361677.75,51337506.75,51362145.5,51300969.0,51401329.25,52122627.25,51322474.0,51239069.25,51360639.5,51393280.75,51280426.0,51113120.75,52122627.25,1000,1000,0.5,3.0,3.0,7.7108422929553875,7.7085323979407265,7.7170262982803965,1000000,kendall_amap
13,../../DistanceBenchmarking/GeneratedSparse/1000_cells_1000_genes//0.5.mtx,amap,100,euclidean,666873.21,75168.2957019295,671635.25,758493.0,808120.5,530322.25,569664.25,627567.75,688855.25,653163.75,763411.5,731570.0,730984.0,768056.5,652282.25,625264.25,700960.25,528131.25,624478.0,682410.75,698434.25,626911.25,705677.5,662146.25,700098.75,631142.0,532049.5,528131.25,808120.5,1000,1000,0.5,3.0,3.0,5.824043271050583,5.722741865843024,5.907476123872593,1000000,euclidean_amap
14,../../DistanceBenchmarking/GeneratedSparse/1000_cells_1000_genes//0.5.mtx,amap,100,pearson,1085878.72,118906.130026775,1025307.0,1215371.5,1138298.75,1030339.5,1250013.0,1098962.75,1210537.0,1049904.5,993542.25,881761.5,1172835.75,1083498.0,876087.0,875762.25,1056904.25,1206821.5,976051.5,1035620.75,1137639.5,1345325.0,1030003.25,1223640.75,1058760.0,1074537.25,1099443.5,875762.25,1345325.0,1000,1000,0.5,3.0,3.0,6.0357813223283,5.942386220862918,6.128827212707531,1000000,pearson_amap
15,../../DistanceBenchmarking/GeneratedSparse/1000_cells_1000_genes//0.9.mtx,GPU,100,kendall,5643478.57,1507864.32605106,12872973.25,5299391.5,5534845.25,5389196.0,5332955.5,5345121.75,5290181.0,5391092.25,5288620.25,5390626.75,5537419.75,5319638.0,5336622.25,5371579.25,5252562.75,5326345.75,5269518.75,5336601.5,5359168.75,5278012.25,5294309.5,5303692.25,5382864.5,5242823.5,5340802.0,5242823.5,12872973.25,1000,1000,0.9,3.0,3.0,6.751546880235923,6.719565237407352,7.1096788667906345,1000000,kendall_GPU
16,../../DistanceBenchmarking/GeneratedSparse/1000_cells_1000_genes//0.9.mtx,GPU,100,euclidean,1124740.72,1517076.20681189,8405549.25,855007.75,828986.75,826522.25,818033.5,819670.0,817926.5,821875.5,821759.0,848594.75,820685.75,817786.25,822079.0,823049.5,824798.25,824053.75,816053.75,834017.5,857275.25,827507.75,820485.5,823184.0,818399.5,703017.25,822199.75,703017.25,8405549.25,1000,1000,0.9,3.0,3.0,6.051052418579619,5.846965981474876,6.924566097127136,1000000,euclidean_GPU
17,../../DistanceBenchmarking/GeneratedSparse/1000_cells_1000_genes//0.9.mtx,GPU,100,pearson,4635446.73,1522752.31767449,11943120.25,4361709.75,4364087.25,4333772.0,4358803.5,4326507.25,4359091.75,4329004.25,4325726.25,4354948.0,4326419.75,4326712.0,4359294.0,4327462.25,4325923.25,4326494.25,4321257.75,4326531.75,4363774.75,4327747.5,4326670.5,4324132.0,4321585.75,4201073.25,4324319.25,4201073.25,11943120.25,1000,1000,0.9,3.0,3.0,6.66609159458081,6.62336025397157,7.077117805044993,1000000,pearson_GPU
18,../../DistanceBenchmarking/GeneratedSparse/1000_cells_1000_genes//0.75.mtx,amap,100,kendall,37724055.24,200122.629400811,37639043.0,37492938.0,37884884.75,37756954.75,37499784.25,37549214.25,37633346.0,37621823.25,37819314.75,37780876.0,37579825.25,37623552.25,37676786.75,37743675.0,37693208.25,38400216.5,37645666.25,37694093.0,37627288.75,37477682.5,38055211.75,37770673.75,38003135.0,37676638.25,37755548.75,37477682.5,38400216.5,1000,1000,0.75,3.0,3.0,7.576618372127084,7.573772727664518,7.584333672921965,1000000,kendall_amap
19,../../DistanceBenchmarking/GeneratedSparse/1000_cells_1000_genes//0.75.mtx,amap,100,euclidean,664055.0,88861.2677956487,668184.25,636202.0,777016.75,669035.5,689558.5,780796.5,624907.0,688317.0,612870.0,673095.5,684704.75,543194.75,707681.25,758792.0,524747.0,725873.0,527576.0,524665.25,820317.25,650778.25,796705.25,523891.75,721227.75,597449.25,673788.5,523891.75,820317.25,1000,1000,0.75,3.0,3.0,5.822204051065754,5.7192415594372825,5.913981844186646,1000000,euclidean_amap
20,../../DistanceBenchmarking/GeneratedSparse/1000_cells_1000_genes//0.75.mtx,amap,100,pearson,1049894.91,71435.0301959279,1019034.0,989348.0,1145761.5,1093554.0,1033932.75,1155109.75,1090814.75,1046572.75,1062468.0,1080866.5,882795.75,1131718.75,1137646.75,982290.75,1043080.25,1032452.5,965911.0,1108065.5,1156541.0,1100065.25,969481.0,1074053.75,986597.5,971715.5,987495.5,882795.75,1156541.0,1000,1000,0.75,3.0,3.0,6.0211458302211645,5.945860233692165,6.063161033352325,1000000,pearson_amap
21,../../DistanceBenchmarking/GeneratedSparse/1000_cells_1000_genes//0.95.mtx,amap,100,kendall,26487591.46,151065.551875645,26293243.5,26419205.75,26495123.75,26823577.25,26615766.0,26406969.75,26251309.75,26501579.5,26533445.25,26507579.75,26508184.0,26330801.25,26433525.75,26733431.75,26856638.75,26408795.0,26447663.0,26420800.5,26570584.75,26449938.5,26441398.5,26298269.25,26610832.25,26382563.0,26448560.0,26251309.75,26856638.75,1000,1000,0.95,3.0,3.0,7.423042469313178,7.419150976427976,7.4290516574885945,1000000,kendall_amap
22,../../DistanceBenchmarking/GeneratedSparse/1000_cells_1000_genes//0.95.mtx,amap,100,euclidean,638761.13,83600.4058289255,573948.75,632543.5,621402.0,531910.5,560166.25,625559.75,527995.25,527303.5,747227.25,666128.0,747356.25,691171.5,638429.5,671102.0,577399.25,528513.75,627342.5,735227.0,713872.0,770165.5,685138.75,763536.5,722870.25,558725.0,523993.75,527303.5,770165.5,1000,1000,0.95,3.0,3.0,5.805338480509456,5.7220606539896135,5.886584060255019,1000000,euclidean_amap
23,../../DistanceBenchmarking/GeneratedSparse/1000_cells_1000_genes//0.95.mtx,amap,100,pearson,1008151.29,98948.8893248071,927677.75,983837.25,972818.75,1013663.0,1105773.25,978129.75,883949.5,889325.5,1172736.5,1090341.25,1143154.25,1065404.0,1033708.75,888321.75,879911.5,1117768.25,1087621.0,1076235.5,1095502.75,976346.5,879487.25,1131524.0,1055772.25,878532.5,876239.5,878532.5,1172736.5,1000,1000,0.95,3.0,3.0,6.003525710166944,5.9437578322053435,6.06920044225083,1000000,pearson_amap
24,../../DistanceBenchmarking/GeneratedSparse/1000_cells_1000_genes//0.99.mtx,amap,100,kendall,22945761.9,122479.6728507,22819091.5,23046619.75,22873812.75,22811589.25,22911906.75,22932684.75,23016999.5,22909319.75,23040209.25,22786604.5,22899750.75,23129153.0,23035304.0,22969334.0,22762357.25,22978741.25,23002493.5,22924817.75,22975650.25,23009595.0,22936481.75,22817559.75,23258619.75,22721660.0,23073691.75,22721660.0,23258619.75,1000,1000,0.99,3.0,3.0,7.360702482752936,7.356440056902735,7.366583938563341,1000000,kendall_amap
25,../../DistanceBenchmarking/GeneratedSparse/1000_cells_1000_genes//0.99.mtx,amap,100,euclidean,668708.64,90925.6146415185,577812.75,630699.5,892249.5,529446.25,529396.75,732295.5,526988.5,708822.5,822855.75,679905.75,737773.0,767902.5,677363.25,690978.0,705916.0,673956.0,630079.5,737500.5,639955.25,622233.25,534048.0,719137.25,658204.25,682866.25,609330.25,526988.5,892249.5,1000,1000,0.99,3.0,3.0,5.825236934505543,5.721801138094833,5.950486313257228,1000000,euclidean_amap
26,../../DistanceBenchmarking/GeneratedSparse/1000_cells_1000_genes//0.99.mtx,amap,100,pearson,1028862.15,117039.05837122,927376.75,983418.75,978463.0,881453.25,880198.5,1139329.75,888919.75,876410.5,1201039.5,1047871.0,1125642.5,1212120.25,882152.0,878050.0,881273.5,1164889.0,1140885.75,1044306.75,1075987.5,974677.75,1153201.25,1072159.0,1060183.5,1090854.75,1160689.5,876410.5,1212120.25,1000,1000,0.99,3.0,3.0,6.012357190598426,5.942707572066148,6.083545706728693,1000000,pearson_amap
27,../../DistanceBenchmarking/GeneratedSparse/1000_cells_1000_genes//0.9.mtx,amap,100,kendall,29534794.98,203218.964616383,29379176.0,29376910.5,29539173.25,29566725.0,29453904.0,29595169.75,30025671.75,29238126.5,29399788.75,29455123.0,29775656.75,29734923.25,29389564.75,29609970.0,29508532.5,29513914.25,29536211.5,29308373.0,29356788.25,29638896.25,29383309.75,29629207.75,30087027.75,29421432.75,29446297.5,29238126.5,30087027.75,1000,1000,0.9,3.0,3.0,7.4703339604870544,7.465949540762582,7.478379286592478,1000000,kendall_amap
28,../../DistanceBenchmarking/GeneratedSparse/1000_cells_1000_genes//0.9.mtx,amap,100,euclidean,642425.2,89135.8179475405,578095.75,631750.0,621229.5,763537.0,523449.5,624971.25,548088.75,721437.5,746809.25,656385.25,771997.5,789105.25,524636.25,530020.75,527625.75,534366.75,629426.75,647728.75,527377.5,756547.0,691700.25,728433.0,689202.75,613620.75,683087.25,523449.5,789105.25,1000,1000,0.9,3.0,3.0,5.807822568394987,5.718874789301881,5.897134932798449,1000000,euclidean_amap
29,../../DistanceBenchmarking/GeneratedSparse/1000_cells_1000_genes//0.9.mtx,amap,100,pearson,1047908.77,110786.81149265,928514.75,1092091.0,973917.0,889880.25,877688.25,1141096.75,878665.0,1128651.5,1160770.25,1070062.5,1150702.75,1154544.5,1098646.75,1087517.25,1029080.75,881208.5,1128377.0,1180558.5,1081158.0,1143260.75,882911.5,1122784.0,1148043.25,1089369.75,878218.75,877688.25,1180558.5,1000,1000,0.9,3.0,3.0,6.020323475004383,5.943340284303589,6.072087512463205,1000000,pearson_amap
30,../../DistanceBenchmarking/GeneratedSparse/1000_cells_1000_genes//0.5.mtx,CPU,100,kendall,437271672.34,935621.806284804,439583589.5,440315255.75,438364233.25,437785701.25,437606570.75,437631125.0,437269593.0,437271964.0,437186364.5,437224923.5,436526396.25,436728734.75,437145187.25,437073875.75,436456669.75,436507507.5,437142094.0,436750702.75,436535236.5,436647112.75,436818406.75,437046718.75,436651764.25,437040549.75,436481531.25,436456669.75,440315255.75,1000,1000,0.5,3.0,3.0,8.640751343466716,8.63994113458787,8.643763732866438,1000000,kendall_CPU
31,../../DistanceBenchmarking/GeneratedSparse/1000_cells_1000_genes//0.5.mtx,CPU,100,euclidean,1060338.49,44595.671662606,1257268.75,1053345.0,1069193.5,1048710.5,1075972.75,1045769.75,1033818.0,1105994.75,1044190.0,1048606.75,1027284.75,1043539.0,1055327.5,1053857.75,1070472.75,1041021.5,1054000.5,1049725.0,1044137.0,1072684.25,1045968.0,1032141.75,1067360.5,1026173.5,1041898.75,1026173.5,1257268.75,1000,1000,0.5,3.0,3.0,6.025444526465443,6.011220795203042,6.0994281210961585,1000000,euclidean_CPU
32,../../DistanceBenchmarking/GeneratedSparse/1000_cells_1000_genes//0.5.mtx,CPU,100,pearson,2702028.65,319506.368423889,3691310.5,3039853.75,3647316.0,2574368.25,2518867.5,2539142.25,2930888.0,2747179.0,2489984.75,2824324.5,2576556.5,2572799.0,2581707.0,2577956.0,2543323.25,2572500.75,2605640.5,2516226.0,2583536.0,2557251.0,2531441.5,2623849.75,2565730.5,2590923.0,2548041.0,2489984.75,3691310.5,1000,1000,0.5,3.0,3.0,6.431689949597537,6.3961966872519085,6.567180578049893,1000000,pearson_CPU
33,../../DistanceBenchmarking/GeneratedSparse/1000_cells_1000_genes//0.75.mtx,CPU,100,kendall,359349436.27,1335040.46829022,364588155.75,358976963.25,362766239.25,359069615.0,358932935.5,359025656.0,358744575.75,358884134.25,359272849.0,359213486.25,359059937.0,358953818.5,358815306.75,359091236.75,358886094.5,358860843.25,358854365.75,358963476.75,359007882.25,358866968.75,358925917.0,359071697.25,359171202.75,358939977.5,358792572.0,358744575.75,364588155.75,1000,1000,0.75,3.0,3.0,8.55551696789314,8.554785343220368,8.561802555772687,1000000,kendall_CPU
34,../../DistanceBenchmarking/GeneratedSparse/1000_cells_1000_genes//0.75.mtx,CPU,100,euclidean,1012110.67,40567.0892075014,1165730.5,1006538.0,1005963.0,1023877.25,998878.75,1009212.75,1011497.75,1001138.25,1009184.75,1003206.0,1036708.5,1011512.0,1005999.75,1045872.0,1003540.5,992427.75,993291.25,1006762.5,1039318.0,989587.5,1006245.25,1001071.5,1000938.5,907562.5,1026702.25,907562.5,1165730.5,1000,1000,0.75,3.0,3.0,6.005228003356008,5.957876542766521,6.066598159435792,1000000,euclidean_CPU
35,../../DistanceBenchmarking/GeneratedSparse/1000_cells_1000_genes//0.75.mtx,CPU,100,pearson,2626039.5,74526.5972749341,2762594.25,2618154.5,2624524.75,2768850.5,2658906.0,2616142.0,2737393.5,2561856.0,2566897.0,2575732.75,2582339.5,2675837.5,2531865.25,2645104.25,2664456.0,2581805.5,2698128.75,2545839.0,2593795.0,2570986.75,2587771.0,2731947.25,2691225.75,2496914.5,2561920.25,2496914.5,2768850.5,1000,1000,0.75,3.0,3.0,6.419301254313635,6.397403671380607,6.44229950728843,1000000,pearson_CPU
36,../../DistanceBenchmarking/GeneratedSparse/1000_cells_1000_genes//0.95.mtx,CPU,100,kendall,303509497.68,178534.41484409,304041951.0,303705140.25,303819195.5,303522535.5,303359275.75,303608879.0,303661336.75,303364347.5,303437829.5,303661325.0,303558358.5,303353537.5,303431550.25,303438579.5,303323333.75,303650244.5,303359771.25,303396686.5,303453225.75,303330251.5,303387260.75,303559292.5,303610490.75,303319025.25,303384018.0,303319025.25,304041951.0,1000,1000,0.95,3.0,3.0,8.482172285940027,8.48189965166232,8.482933510683882,1000000,kendall_CPU
37,../../DistanceBenchmarking/GeneratedSparse/1000_cells_1000_genes//0.95.mtx,CPU,100,euclidean,1013288.28,40632.3949174255,1186201.75,1007015.5,1005248.25,1017146.5,1002761.75,1027541.75,1008757.5,994979.0,997882.75,1002833.25,999592.75,1011210.75,993330.0,1002596.5,996884.5,1010087.5,993104.25,1036706.25,1020258.75,993706.5,1033494.75,1007594.25,1015624.75,938905.5,1028742.0,938905.5,1186201.75,1000,1000,0.95,3.0,3.0,6.005733019498594,5.972621883114,6.074158560411178,1000000,euclidean_CPU
38,../../DistanceBenchmarking/GeneratedSparse/1000_cells_1000_genes//0.95.mtx,CPU,100,pearson,2583277.5,80139.1509243778,2788513.25,2532512.0,2585982.5,2543845.5,2506341.25,2566612.25,2544718.75,2545275.5,2650355.25,2531355.0,2554975.25,2551699.25,2732985.0,2543965.0,2525618.75,2638760.75,2627774.75,2540195.0,2779825.0,2598996.5,2518977.25,2543263.75,2533633.0,2493238.25,2602518.75,2493238.25,2788513.25,1000,1000,0.95,3.0,3.0,6.412171061320604,6.396763780997318,6.445372712441786,1000000,pearson_CPU
39,../../DistanceBenchmarking/GeneratedSparse/1000_cells_1000_genes//0.99.mtx,CPU,100,kendall,294612971.88,214948.104976165,294925782.75,294918189.25,294854858.75,294406345.5,294446616.0,294436709.5,294674844.0,294606204.25,294496676.75,294509006.0,294655237.5,294925046.0,295018563.5,294887982.5,294650994.5,294830230.0,294598090.5,294345669.0,294633252.75,294390931.0,294391848.75,294342776.75,294388452.5,294595519.75,294394469.25,294342776.75,295018563.5,1000,1000,0.99,3.0,3.0,8.469251865018077,8.468853382576903,8.469849344018725,1000000,kendall_CPU
